245	43.59	48.85	50.04	44.11	51.55	52.48	49.49	30.74
246	43.62	48.63	49.77	44.12	51.49	52.18	49.42	30.78
247	43.65	48.41	49.51	44.13	51.42	51.89	49.35	30.82
248	43.67	48.19	49.25	44.14	51.35	51.60	49.26	30.85
249	43.69	47.97	48.98	44.15	51.27	51.33	49.17	30.88
250	43.70	47.76	48.73	44.15	51.19	51.05	49.08	30.92
251	43.71	47.55	48.47	44.15	51.10	50.78	48.98	30.95
252	43.72	47.32	48.21	44.14	51.02	50.51	48.88	30.99
253	43.73	47.12	47.97	44.13	50.92	50.25	48.77	31.02
254	43.73	46.90	47.71	44.11	50.82	49.99	48.66	31.05
255	43.73	46.69	47.47	44.10	50.73	49.75	48.55	31.09
256	43.72	46.49	47.23	44.08	50.63	49.50	48.43	31.11
257	43.71	46.29	46.98	44.06	50.52	49.25	48.31	31.14
258	43.70	46.09	46.75	44.03	50.42	49.02	48.19	31.18
259	43.69	45.90	46.52	44.01	50.31	48.78	48.06	31.21
260	43.67	45.70	46.29	43.98	50.20	48.56	47.93	31.24
261	43.65	45.51	46.06	43.95	50.09	48.34	47.80	31.27
262	43.63	45.32	45.85	43.91	49.98	48.12	47.66	31.31
263	43.61	45.14	45.63	43.88	49.86	47.91	47.53	31.34
264	43.59	44.95	45.42	43.84	49.75	47.70	47.39	31.37
265	43.56	44.77	45.21	43.80	49.64	47.50	47.25	31.40
266	43.53	44.60	45.00	43.76	49.52	47.29	47.11	31.43
267	43.50	44.43	44.80	43.72	49.40	47.10	46.97	31.46
268	43.46	44.26	44.61	43.67	49.28	46.90	46.83	31.49
269	43.43	44.09	44.41	43.62	49.17	46.72	46.69	31.52
270	43.40	43.93	44.22	43.58	49.05	46.54	46.55	31.56
271	43.36	43.78	44.04	43.53	48.93	46.36	46.41	31.58
272	43.33	43.62	43.85	43.48	48.81	46.18	46.26	31.61
273	43.29	43.47	43.67	43.42	48.69	46.01	46.13	31.64
274	43.25	43.31	43.50	43.38	48.57	45.84	45.98	31.67
275	43.21	43.17	43.33	43.33	48.45	45.67	45.84	31.70
276	43.17	43.02	43.16	43.27	48.33	45.51	45.70	31.73
277	43.13	42.88	42.99	43.22	48.21	45.35	45.56	31.76
278	43.08	42.74	42.83	43.16	48.09	45.19	45.41	31.79
279	43.04	42.61	42.67	43.10	47.97	45.03	45.27	31.82
280	42.99	42.47	42.51	43.05	47.85	44.88	45.13	31.85
281	42.95	42.35	42.37	43.00	47.73	44.73	44.99	31.87
282	42.90	42.21	42.22	42.94	47.61	44.59	44.85	31.90
283	42.86	42.08	42.07	42.88	47.49	44.44	44.71	31.93
284	42.81	41.97	41.93	42.82	47.37	44.30	44.57	31.95
285	42.77	41.84	41.79	42.76	47.26	44.17	44.44	31.98
286	42.72	41.72	41.66	42.70	47.14	44.02	44.30	32.01
287	42.67	41.61	41.52	42.64	47.02	43.89	44.16	32.03
288	42.62	41.49	41.39	42.59	46.90	43.76	44.03	32.06
289	42.58	41.39	41.26	42.53	46.78	43.63	43.89	32.08
290	42.53	41.28	41.14	42.47	46.67	43.51	43.76	32.11
291	42.48	41.17	41.01	42.41	46.55	43.38	43.63	32.13
292	42.43	41.07	40.89	42.35	46.44	43.26	43.49	32.16
293	42.38	40.96	40.77	42.29	46.32	43.13	43.37	32.18
294	42.33	40.86	40.66	42.23	46.21	43.02	43.24	32.21
295	42.28	40.77	40.55	42.17	46.09	42.90	43.11	32.23
296	42.24	40.67	40.44	42.11	45.98	42.79	42.99	32.25
297	42.19	40.58	40.33	42.06	45.87	42.67	42.86	32.28
298	42.14	40.48	40.22	41.99	45.76	42.57	42.74	32.30
299	42.09	40.39	40.12	41.94	45.64	42.45	42.61	32.32
300	42.03	40.30	40.02	41.88	45.54	42.35	42.49	32.34
301	41.99	40.22	39.92	41.81	45.42	42.24	42.37	32.37
302	41.94	40.13	39.82	41.76	45.31	42.14	42.25	32.38
303	41.89	40.05	39.73	41.70	45.20	42.03	42.13	32.41
304	41.84	39.97	39.63	41.64	45.09	41.93	42.02	32.43
305	41.79	39.89	39.54	41.58	44.99	41.83	41.90	32.44
306	41.74	39.81	39.46	41.52	44.88	41.74	41.79	32.47
